PassengerId,survived,class,prefix,sex,age,sib_sp,parch,family_size,age_by_class,fare_by_class,group_size,group_type,with_children,set
926,NA,1,1,0,1,1,0,2,0,2,1,2,0,test
927,NA,3,1,0,0,0,0,1,0,1,0,0,0,test
928,NA,3,3,1,0,0,0,1,0,3,0,1,1,test
929,NA,3,3,1,0,0,0,1,0,3,0,1,0,test
930,NA,3,1,0,1,0,0,1,2,3,0,0,0,test
931,NA,3,1,0,1,0,0,1,2,4,2,0,0,test
932,NA,3,1,0,2,0,1,2,2,3,1,2,1,test
933,NA,1,1,0,2,0,0,1,2,1,0,0,0,test
934,NA,3,1,0,2,0,0,1,2,2,0,0,0,test
935,NA,2,5,1,1,0,0,1,1,2,0,1,0,test
936,NA,1,2,1,2,1,0,2,2,2,1,2,0,test
937,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
938,NA,1,1,0,2,0,0,1,2,1,0,0,0,test
939,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
940,NA,1,2,1,2,0,0,1,2,3,1,1,0,test
941,NA,3,2,1,2,0,2,3,2,4,1,2,1,test
942,NA,1,1,0,1,1,0,2,0,2,1,2,0,test
943,NA,2,1,0,1,0,0,1,1,2,0,0,0,test
944,NA,2,3,1,0,2,1,4,0,3,1,1,0,test
945,NA,1,3,1,1,3,2,6,0,4,2,2,0,test
946,NA,2,1,0,2,0,0,1,2,3,0,0,0,test
947,NA,3,4,0,0,4,1,6,0,4,2,2,1,test
948,NA,3,1,0,2,0,0,1,2,2,0,0,0,test
949,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
950,NA,3,1,0,1,1,0,2,2,4,1,2,0,test
951,NA,1,3,1,2,0,0,1,2,4,2,2,1,test
952,NA,3,1,0,0,0,0,1,0,2,0,0,0,test
953,NA,2,1,0,1,0,0,1,1,2,0,0,0,test
954,NA,3,1,0,0,0,0,1,0,1,0,0,0,test
955,NA,3,3,1,0,0,0,1,0,1,0,1,0,test
956,NA,1,4,0,0,2,2,5,0,4,2,2,1,test
957,NA,2,2,1,1,0,0,1,1,3,1,1,0,test
958,NA,3,3,1,0,0,0,1,0,2,0,1,0,test
959,NA,1,1,0,2,0,0,1,2,2,1,0,0,test
960,NA,1,1,0,1,0,0,1,0,1,0,0,0,test
961,NA,1,2,1,2,1,4,6,2,4,2,2,0,test
962,NA,3,3,1,1,0,0,1,2,1,0,1,0,test
963,NA,3,1,0,0,0,0,1,0,2,0,0,0,test
964,NA,3,3,1,1,0,0,1,2,2,0,1,0,test
965,NA,1,1,0,1,0,0,1,0,1,0,0,0,test
966,NA,1,3,1,2,0,0,1,2,4,2,2,0,test
967,NA,1,1,0,2,0,0,1,2,4,2,2,0,test
968,NA,3,1,0,1,0,0,1,2,3,0,0,0,test
969,NA,1,2,1,2,2,0,3,2,1,1,1,0,test
970,NA,2,1,0,1,0,0,1,1,2,0,0,0,test
971,NA,3,3,1,1,0,0,1,2,2,0,1,0,test
972,NA,3,4,0,0,1,1,3,0,4,1,2,1,test
973,NA,1,1,0,2,1,0,2,2,4,1,2,0,test
974,NA,1,1,0,2,0,0,1,2,1,0,0,0,test
975,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
976,NA,2,1,0,2,0,0,1,2,1,0,0,0,test
977,NA,3,1,0,1,1,0,2,2,3,1,2,0,test
978,NA,3,3,1,1,0,0,1,2,2,0,1,0,test
979,NA,3,3,1,0,0,0,1,0,3,0,1,0,test
980,NA,3,3,1,0,0,0,1,0,2,0,1,1,test
981,NA,2,4,0,0,1,1,3,0,3,1,2,1,test
982,NA,3,2,1,0,1,0,2,0,3,1,2,0,test
983,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
984,NA,1,2,1,1,1,2,4,0,2,1,2,0,test
985,NA,3,1,0,1,0,0,1,2,3,0,0,0,test
986,NA,1,1,0,1,0,0,1,0,1,0,0,0,test
987,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
988,NA,1,2,1,2,1,0,2,2,3,1,2,0,test
989,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
990,NA,3,3,1,0,0,0,1,1,2,0,1,0,test
991,NA,3,1,0,2,0,0,1,2,3,0,0,0,test
992,NA,1,2,1,2,1,0,2,2,2,1,2,0,test
993,NA,2,1,0,1,1,0,2,1,3,1,2,0,test
994,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
995,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
996,NA,3,2,1,0,1,1,3,1,3,1,2,1,test
997,NA,3,1,0,1,0,0,1,2,4,1,0,0,test
998,NA,3,1,0,0,0,0,1,1,2,0,0,0,test
999,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1000,NA,3,1,0,1,0,0,1,2,3,0,0,0,test
1001,NA,2,1,0,0,0,0,1,0,2,0,0,0,test
1002,NA,2,1,0,2,0,0,1,2,3,0,0,0,test
1003,NA,3,3,1,0,0,0,1,1,2,0,1,1,test
1004,NA,1,3,1,2,0,0,1,2,2,0,1,0,test
1005,NA,3,3,1,0,0,0,1,1,1,0,1,0,test
1006,NA,1,2,1,2,1,0,2,2,4,1,2,0,test
1007,NA,3,1,0,0,1,0,2,1,3,1,0,0,test
1008,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1009,NA,3,3,1,0,1,1,3,1,4,1,1,1,test
1010,NA,1,3,0,2,0,0,1,2,3,1,0,0,test
1011,NA,2,2,1,1,1,0,2,1,3,1,2,0,test
1012,NA,2,3,1,0,0,0,1,0,3,1,1,1,test
1013,NA,3,1,0,1,1,0,2,2,2,1,0,0,test
1014,NA,1,2,1,2,1,0,2,2,2,1,2,0,test
1015,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1016,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1017,NA,3,3,1,0,0,1,2,1,4,1,2,0,test
1018,NA,3,1,0,0,0,0,1,1,2,0,0,0,test
1019,NA,3,3,1,0,2,0,3,1,4,1,2,1,test
1020,NA,2,1,0,2,0,0,1,2,2,0,0,0,test
1021,NA,3,1,0,1,0,0,1,2,3,0,0,0,test
1022,NA,3,1,0,1,0,0,1,2,3,0,0,0,test
1023,NA,1,5,0,2,0,0,1,2,1,0,0,0,test
1024,NA,3,2,1,0,0,4,5,1,4,2,2,1,test
1025,NA,3,1,0,1,1,0,2,2,1,1,2,1,test
1026,NA,3,1,0,2,0,0,1,2,2,0,0,0,test
1027,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1028,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1029,NA,2,1,0,1,0,0,1,1,2,0,0,0,test
1030,NA,3,5,1,0,0,0,1,1,3,0,1,0,test
1031,NA,3,1,0,2,1,6,8,2,4,2,2,1,test
1032,NA,3,3,1,0,5,2,8,1,4,2,2,1,test
1033,NA,1,3,1,2,0,0,1,2,4,2,2,1,test
1034,NA,1,1,0,2,1,3,5,2,4,2,2,1,test
1035,NA,2,1,0,1,0,0,1,1,4,1,0,0,test
1036,NA,1,1,0,2,0,0,1,2,1,1,0,0,test
1037,NA,3,1,0,1,3,0,4,2,4,1,2,0,test
1038,NA,1,1,0,2,0,0,1,2,2,1,0,0,test
1039,NA,3,1,0,0,0,0,1,1,3,0,0,0,test
1040,NA,1,1,0,2,0,0,1,2,1,0,0,0,test
1041,NA,2,5,0,1,1,1,3,1,4,1,2,0,test
1042,NA,1,2,1,0,0,1,2,0,3,1,1,0,test
1043,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1044,NA,3,1,0,2,0,0,1,2,3,0,0,0,test
1045,NA,3,2,1,2,0,2,3,2,3,1,2,1,test
1046,NA,3,4,0,0,4,2,7,1,4,2,2,1,test
1047,NA,3,1,0,1,0,0,1,2,1,1,0,0,test
1048,NA,1,3,1,1,0,0,1,0,4,1,2,0,test
1049,NA,3,3,1,0,0,0,1,1,2,0,1,0,test
1050,NA,1,1,0,2,0,0,1,2,1,0,0,0,test
1051,NA,3,2,1,1,0,2,3,2,3,1,2,1,test
1052,NA,3,3,1,0,0,0,1,1,1,0,1,1,test
1053,NA,3,4,0,0,1,1,3,1,4,1,2,1,test
1054,NA,2,3,1,1,0,0,1,1,2,0,1,0,test
1055,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1056,NA,2,5,0,2,0,0,1,2,2,0,0,0,test
1057,NA,3,2,1,1,1,1,3,2,4,1,2,1,test
1058,NA,1,1,0,2,0,0,1,2,2,0,0,0,test
1059,NA,3,1,0,0,2,2,5,1,4,2,2,1,test
1060,NA,1,2,1,1,0,0,1,0,1,0,1,0,test
1061,NA,3,3,1,0,0,0,1,1,3,0,1,0,test
1062,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1063,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1064,NA,3,1,0,0,1,0,2,1,3,1,2,0,test
1065,NA,3,1,0,1,0,0,1,2,1,1,2,1,test
1066,NA,3,1,0,2,1,5,7,2,4,2,2,1,test
1067,NA,2,3,1,0,0,2,3,0,4,1,2,1,test
1068,NA,2,3,1,0,0,0,1,0,4,1,2,1,test
1069,NA,1,1,0,2,1,0,2,2,2,1,2,0,test
1070,NA,2,2,1,2,0,3,4,2,4,1,2,1,test
1071,NA,1,2,1,2,0,2,3,2,3,1,2,0,test
1072,NA,2,1,0,1,0,0,1,1,2,0,0,0,test
1073,NA,1,1,0,2,1,1,3,2,3,1,2,0,test
1074,NA,1,2,1,0,1,0,2,0,2,1,2,0,test
1075,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1076,NA,1,2,1,1,1,1,3,0,4,1,2,0,test
1077,NA,2,1,0,2,0,0,1,2,3,0,0,0,test
1078,NA,2,3,1,0,0,1,2,0,3,1,2,0,test
1079,NA,3,1,0,0,2,0,3,1,3,1,0,0,test
1080,NA,3,3,1,0,8,2,11,1,4,2,2,1,test
1081,NA,2,1,0,2,0,0,1,2,2,0,0,0,test
1082,NA,2,1,0,2,1,0,2,2,4,1,2,0,test
1083,NA,1,1,0,2,0,0,1,2,1,0,0,0,test
1084,NA,3,4,0,0,1,1,3,1,3,1,0,1,test
1085,NA,2,1,0,2,0,0,1,2,1,0,0,0,test
1086,NA,2,5,0,0,0,2,3,0,4,1,2,1,test
1087,NA,3,1,0,2,0,0,1,2,2,0,0,0,test
1088,NA,1,4,0,0,0,2,3,0,4,2,2,1,test
1089,NA,3,3,1,0,0,0,1,1,2,0,1,0,test
1090,NA,2,1,0,0,0,0,1,0,1,0,0,0,test
1091,NA,3,2,1,0,0,0,1,1,3,0,1,0,test
1092,NA,3,3,1,0,0,0,1,1,4,1,2,1,test
1093,NA,3,4,0,0,0,2,3,1,3,1,2,1,test
1094,NA,1,5,0,2,1,0,2,2,4,2,2,0,test
1095,NA,2,3,1,0,1,1,3,0,4,1,1,1,test
1096,NA,2,1,0,1,0,0,1,1,1,0,0,0,test
1097,NA,1,1,0,2,0,0,1,2,1,0,0,0,test
1098,NA,3,3,1,2,0,0,1,2,2,0,1,0,test
1099,NA,2,5,0,1,0,0,1,1,1,0,0,0,test
1100,NA,1,3,1,2,0,0,1,2,1,0,1,0,test
1101,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1102,NA,3,1,0,1,0,0,1,2,4,1,0,0,test
1103,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1104,NA,2,1,0,0,0,0,1,0,4,2,0,0,test
1105,NA,2,2,1,2,1,0,2,2,4,1,2,0,test
1106,NA,3,3,1,2,4,2,7,2,2,2,1,0,test
1107,NA,1,1,0,2,0,0,1,2,2,0,0,0,test
1108,NA,3,3,1,0,0,0,1,1,2,0,1,1,test
1109,NA,1,1,0,2,1,1,3,2,4,1,2,0,test
1110,NA,1,2,1,2,1,1,3,2,4,2,2,0,test
1111,NA,3,3,0,0,0,0,1,1,3,0,0,1,test
1112,NA,2,3,1,1,1,0,2,1,2,1,1,0,test
1113,NA,3,1,0,0,0,0,1,1,3,0,0,0,test
1114,NA,2,2,1,0,0,0,1,0,1,0,1,0,test
1115,NA,3,1,0,0,0,0,1,1,2,0,0,0,test
1116,NA,1,2,1,2,0,0,1,2,1,0,1,0,test
1117,NA,3,2,1,0,0,2,3,1,4,1,2,1,test
1118,NA,3,1,0,0,0,0,1,1,2,0,0,0,test
1119,NA,3,3,1,0,0,0,1,1,2,0,1,1,test
1120,NA,3,1,0,2,0,0,1,2,3,1,0,0,test
1121,NA,2,1,0,2,0,0,1,2,2,0,0,0,test
1122,NA,2,1,0,0,0,0,1,0,4,2,2,1,test
1123,NA,1,3,1,0,0,0,1,0,1,0,1,0,test
1124,NA,3,1,0,0,1,0,2,1,1,1,0,0,test
1125,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1126,NA,1,1,0,2,1,0,2,2,3,1,2,0,test
1127,NA,3,1,0,0,0,0,1,1,2,0,0,0,test
1128,NA,1,1,0,2,1,0,2,2,3,1,2,0,test
1129,NA,3,1,0,0,0,0,1,1,1,0,0,0,test
1130,NA,2,3,1,0,1,1,3,0,2,1,1,0,test
1131,NA,1,5,1,2,1,0,2,2,3,1,2,0,test
1132,NA,1,2,1,2,0,0,1,2,1,0,1,0,test
1133,NA,2,2,1,2,0,2,3,2,4,1,1,0,test
1134,NA,1,1,0,2,1,1,3,2,4,2,2,1,test
1135,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1136,NA,3,4,0,0,1,2,4,1,4,1,2,1,test
1137,NA,1,1,0,2,1,0,2,2,2,1,2,0,test
1138,NA,2,2,1,0,0,0,1,0,3,1,1,0,test
1139,NA,2,5,0,2,1,1,3,2,4,1,2,1,test
1140,NA,2,2,1,1,1,0,2,1,4,1,2,0,test
1141,NA,3,2,1,0,1,0,2,1,3,1,2,0,test
1142,NA,2,3,1,0,1,2,4,0,4,1,2,1,test
1143,NA,3,3,0,0,0,0,1,1,2,0,0,0,test
1144,NA,1,1,0,1,1,0,2,0,4,1,2,0,test
1145,NA,3,1,0,1,0,0,1,2,3,0,0,0,test
1146,NA,3,1,0,2,0,0,1,2,3,0,0,0,test
1147,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1148,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1149,NA,3,1,0,1,0,0,1,2,3,0,0,0,test
1150,NA,2,3,1,0,0,0,1,0,2,0,1,0,test
1151,NA,3,1,0,0,0,0,1,1,2,0,0,0,test
1152,NA,3,1,0,2,1,0,2,2,4,1,2,0,test
1153,NA,3,1,0,0,0,0,1,1,2,0,0,0,test
1154,NA,2,2,1,1,0,2,3,1,3,1,2,1,test
1155,NA,3,3,1,0,1,1,3,1,3,1,2,1,test
1156,NA,2,1,0,1,0,0,1,1,1,0,0,0,test
1157,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1158,NA,1,1,0,2,0,0,1,2,1,0,0,0,test
1159,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1160,NA,3,3,1,0,0,0,1,1,3,0,1,1,test
1161,NA,3,1,0,0,0,0,1,1,3,0,0,0,test
1162,NA,1,1,0,2,0,0,1,2,3,1,0,0,test
1163,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1164,NA,1,2,1,1,1,0,2,0,4,1,2,0,test
1165,NA,3,3,1,0,1,0,2,1,4,1,2,1,test
1166,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1167,NA,2,3,1,0,1,0,2,0,4,1,2,0,test
1168,NA,2,1,0,1,0,0,1,1,1,0,0,0,test
1169,NA,2,1,0,2,1,0,2,2,4,1,2,0,test
1170,NA,2,1,0,1,1,0,2,1,3,1,2,0,test
1171,NA,2,1,0,0,0,0,1,0,1,0,0,0,test
1172,NA,3,3,1,0,0,0,1,1,3,0,1,0,test
1173,NA,3,4,0,0,1,1,3,1,3,1,2,1,test
1174,NA,3,3,1,0,0,0,1,1,2,0,1,1,test
1175,NA,3,3,1,0,1,1,3,1,4,1,2,1,test
1176,NA,3,3,1,0,1,1,3,1,4,1,2,1,test
1177,NA,3,1,0,2,0,0,1,2,1,0,0,0,test
1178,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1179,NA,1,1,0,1,1,0,2,0,3,1,2,0,test
1180,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1181,NA,3,1,0,1,0,0,1,2,3,0,0,0,test
1182,NA,1,3,0,2,0,0,1,2,2,0,0,0,test
1183,NA,3,3,1,1,0,0,1,2,1,0,1,0,test
1184,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1185,NA,1,5,0,2,1,1,3,2,3,1,2,1,test
1186,NA,3,1,0,2,0,0,1,2,3,0,0,0,test
1187,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1188,NA,2,3,1,0,1,2,4,0,4,1,2,1,test
1189,NA,3,1,0,1,2,0,3,2,4,1,0,0,test
1190,NA,1,1,0,1,0,0,1,0,2,0,0,0,test
1191,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1192,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1193,NA,2,1,0,2,0,0,1,2,3,0,0,0,test
1194,NA,2,1,0,2,0,1,2,2,3,1,2,0,test
1195,NA,3,1,0,1,0,0,1,2,3,0,0,0,test
1196,NA,3,3,1,0,0,0,1,1,2,0,1,1,test
1197,NA,1,2,1,2,1,1,3,2,1,1,2,0,test
1198,NA,1,1,0,1,1,2,4,0,4,2,2,1,test
1199,NA,3,4,0,0,0,1,2,1,3,1,2,1,test
1200,NA,1,1,0,2,1,1,3,2,3,1,2,0,test
1201,NA,3,2,1,2,1,0,2,2,3,1,2,0,test
1202,NA,3,1,0,0,0,0,1,1,3,0,0,0,test
1203,NA,3,1,0,0,0,0,1,1,1,0,0,0,test
1204,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1205,NA,3,3,1,2,0,0,1,2,2,0,1,0,test
1206,NA,1,2,1,2,0,0,1,2,4,1,2,0,test
1207,NA,3,3,1,0,0,0,1,1,1,0,1,0,test
1208,NA,1,1,0,2,1,0,2,2,4,1,2,0,test
1209,NA,2,1,0,0,0,0,1,0,1,0,0,0,test
1210,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1211,NA,2,1,0,0,2,0,3,0,4,1,0,0,test
1212,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1213,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1214,NA,2,1,0,1,0,0,1,1,2,0,0,0,test
1215,NA,1,1,0,2,0,0,1,2,1,0,0,0,test
1216,NA,1,3,1,2,0,0,1,2,4,1,1,1,test
1217,NA,3,1,0,0,0,0,1,1,1,0,0,0,test
1218,NA,2,3,1,0,2,1,4,0,4,1,2,1,test
1219,NA,1,1,0,2,0,0,1,2,3,1,2,0,test
1220,NA,2,1,0,1,1,0,2,1,4,1,2,0,test
1221,NA,2,1,0,0,0,0,1,0,2,0,0,0,test
1222,NA,2,2,1,2,0,2,3,2,4,1,2,1,test
1223,NA,1,1,0,2,0,0,1,2,1,0,0,0,test
1224,NA,3,1,0,2,0,0,1,2,1,0,0,0,test
1225,NA,3,2,1,0,1,1,3,1,4,1,2,1,test
1226,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1227,NA,1,1,0,1,0,0,1,0,1,0,0,0,test
1228,NA,2,1,0,1,0,0,1,1,2,0,0,0,test
1229,NA,3,1,0,2,0,2,3,2,1,1,0,1,test
1230,NA,2,1,0,1,0,0,1,1,4,1,0,0,test
1231,NA,3,4,0,0,0,0,1,1,1,0,0,1,test
1232,NA,2,1,0,0,0,0,1,0,1,0,0,0,test
1233,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1234,NA,3,1,0,2,1,9,11,2,4,2,2,1,test
1235,NA,1,5,1,2,0,1,2,2,4,1,2,0,test
1236,NA,3,4,0,0,1,1,3,1,3,1,0,1,test
1237,NA,3,3,1,0,0,0,1,1,1,0,1,0,test
1238,NA,2,1,0,1,0,0,1,1,2,0,0,0,test
1239,NA,3,2,1,2,0,0,1,2,1,0,1,0,test
1240,NA,2,1,0,1,0,0,1,1,2,0,0,0,test
1241,NA,2,3,1,1,0,0,1,1,3,1,1,0,test
1242,NA,1,2,1,2,0,1,2,2,3,1,2,0,test
1243,NA,2,1,0,1,0,0,1,1,1,0,0,0,test
1244,NA,2,1,0,0,0,0,1,0,4,2,0,0,test
1245,NA,2,1,0,2,1,2,4,2,4,2,2,1,test
1246,NA,3,3,1,0,1,2,4,1,4,1,2,1,test
1247,NA,1,1,0,2,0,0,1,2,1,0,0,0,test
1248,NA,1,2,1,2,2,0,3,2,2,1,1,0,test
1249,NA,3,1,0,2,0,0,1,2,2,0,0,0,test
1250,NA,3,1,0,2,0,0,1,2,2,0,0,0,test
1251,NA,3,2,1,1,1,0,2,2,4,1,2,0,test
1252,NA,3,4,0,0,8,2,11,1,4,2,2,1,test
1253,NA,2,2,1,1,1,1,3,1,4,1,2,1,test
1254,NA,2,2,1,1,0,0,1,1,3,1,2,0,test
1255,NA,3,1,0,1,0,0,1,2,3,0,0,0,test
1256,NA,1,2,1,1,1,0,2,0,2,1,2,0,test
1257,NA,3,2,1,0,1,9,11,1,4,2,2,1,test
1258,NA,3,1,0,2,1,0,2,2,3,1,2,0,test
1259,NA,3,3,1,0,0,0,1,1,4,2,2,1,test
1260,NA,1,2,1,2,0,1,2,2,2,1,1,0,test
1261,NA,2,1,0,1,0,0,1,1,2,0,0,0,test
1262,NA,2,1,0,0,1,0,2,0,1,1,0,0,test
1263,NA,1,3,1,1,0,0,1,0,4,2,2,1,test
1264,NA,1,1,0,2,0,0,1,2,1,1,0,0,test
1265,NA,2,1,0,2,0,0,1,2,2,0,0,0,test
1266,NA,1,2,1,2,1,1,3,2,3,1,2,1,test
1267,NA,1,3,1,2,0,0,1,2,4,2,2,1,test
1268,NA,3,3,1,0,2,0,3,1,3,1,1,0,test
1269,NA,2,1,0,0,0,0,1,0,1,0,0,0,test
1270,NA,1,1,0,2,0,0,1,2,2,0,0,0,test
1271,NA,3,4,0,0,4,2,7,1,4,2,2,1,test
1272,NA,3,1,0,2,0,0,1,2,2,0,0,0,test
1273,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1274,NA,3,2,1,0,0,0,1,1,3,1,2,0,test
1275,NA,3,2,1,0,1,0,2,1,4,1,2,0,test
1276,NA,2,1,0,2,0,0,1,2,1,0,0,0,test
1277,NA,2,3,1,1,1,2,4,1,4,2,2,1,test
1278,NA,3,1,0,1,0,0,1,2,2,0,0,0,test
1279,NA,2,1,0,2,0,0,1,2,2,0,0,0,test
1280,NA,3,1,0,0,0,0,1,1,2,0,0,0,test
1281,NA,3,4,0,0,3,1,5,1,4,2,2,1,test
1282,NA,1,1,0,0,0,0,1,0,3,1,2,0,test
1283,NA,1,2,1,2,0,1,2,2,2,1,1,0,test
1284,NA,3,4,0,0,0,2,3,1,4,1,2,1,test
1285,NA,2,1,0,2,0,0,1,2,1,0,0,0,test
1286,NA,3,1,0,1,3,1,5,2,4,2,2,1,test
1287,NA,1,2,1,0,1,0,2,0,2,1,2,0,test
1288,NA,3,5,0,1,0,0,1,2,1,0,0,0,test
1289,NA,1,2,1,2,1,1,3,2,3,1,2,0,test
1290,NA,3,1,0,0,0,0,1,1,2,0,0,0,test
1291,NA,3,1,0,1,0,0,1,2,1,0,0,0,test
1292,NA,1,3,1,1,0,0,1,1,4,1,2,0,test
1293,NA,2,1,0,2,1,0,2,2,3,1,0,0,test
1294,NA,1,3,1,0,0,1,2,0,2,1,1,0,test
1295,NA,1,1,0,0,0,0,1,0,2,1,0,0,test
1296,NA,1,1,0,2,1,0,2,2,1,1,2,0,test
1297,NA,2,5,0,0,0,0,1,0,2,0,0,0,test
1298,NA,2,1,0,0,1,0,2,0,1,1,2,0,test
1299,NA,1,1,0,2,1,1,3,2,4,2,2,0,test
1300,NA,3,3,1,0,0,0,1,1,1,0,1,1,test
1301,NA,3,3,1,0,1,1,3,1,3,1,2,1,test
1302,NA,3,3,1,0,0,0,1,1,2,0,1,1,test
1303,NA,1,2,1,2,1,0,2,2,3,1,2,0,test
1304,NA,3,3,1,1,0,0,1,2,2,0,1,0,test
1305,NA,3,1,0,2,0,0,1,2,3,0,0,0,test
1306,NA,1,5,1,2,0,0,1,2,4,1,2,0,test
1307,NA,3,1,0,2,0,0,1,2,1,0,0,0,test
1308,NA,3,1,0,2,0,0,1,2,3,0,0,0,test
1309,NA,3,4,0,0,1,1,3,1,4,1,2,1,test
